DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location
1,Monday,11AM,12PM,19MFF-00041,350 FREMONT ST,"9:45am-9:50am, 11:20am-11:40am","Cold Truck: Corn Dogs, Noodle Soups, Candy, Pre-packaged Snacks, Sandwiches, Chips, Coffee, Tea, Various Beverages",1332943,,11:00,12:00,5864000,05/09/2011 12:39:15 PM,10/24/2011 04:34:53 PM,3748,007,Y,Mini Mobile Food Catering,6014717.89081,2114678.18193,37.787330323507682,-122.392859291164513,"(37.78733032350768, -122.39285929116451)"
2,Tuesday,8AM,9AM,23MFF-00054,1555 BANCROFT AVE,8:55am-9:00am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750856,,08:00,09:00,2710000,05/12/2011 04:31:30 PM,05/12/2011 04:31:45 PM,4880,001,Y,TING TING MINI MOBILE DELI,6014511.4347,2092011.11557,37.725079956785621,-122.391987897131713,"(37.72507995678562, -122.39198789713171)"
3,Wednesday,10AM,11AM,22MFF-00059,3253 16TH ST,10:25am to 10:30am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",1658393,,10:00,11:00,736000,05/12/2011 08:13:54 AM,10/24/2011 04:38:44 PM,3567,039,Y,BH & MT LLC,6005169.61389,2106614.61318,37.764654753703397,-122.425320325481493,"(37.7646547537034, -122.4253203254815)"
2,Tuesday,8AM,9AM,23MFF-00054,1127 SHAFTER AVE,Set-up At 1125 Shafter Ave: 8:10am-8:20am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750841,,08:00,09:00,11782000,05/12/2011 04:27:58 PM,05/12/2011 04:28:13 PM,4793,017,Y,TING TING MINI MOBILE DELI,6017423.42301,2092283.22729,37.725988362729439,-122.381940280649957,"(37.72598836272944, -122.38194028064996)"
2,Tuesday,10AM,8PM,17MFF-0196,2101 MISSION ST,Truck and trailer.....,"Hot dogs, bacon wrap hot dogs, chicken burgers, energy drinks, water & various drinks",1039786,,10:00,20:00,9117000,11/22/2017 12:43:10 PM,11/22/2017 12:43:43 PM,3575,091,N,Julie's Hot Dogs,6006859.05906,2106130.97345,37.763422095010867,-122.419442657047199,"(37.76342209501087, -122.4194426570472)"
3,Wednesday,11AM,7PM,22MFF-00012,801 MARKET ST,Located on south side of Market Street 40 LF west of 4th Street near curb,"Fruit Salads, Fruit Drinks, Can Soda, Water",1591784,,11:00,19:00,8747102,05/13/2011 08:43:13 AM,05/13/2011 08:43:36 AM,3705Z,001,N,FRUITYMANIA,6010973.02311,2114153.60775,37.785681251325741,-122.405778850214972,"(37.78568125132574, -122.40577885021497)"
5,Friday,12PM,1PM,23MFF-00007,700 PENNSYLVANIA AVE,"9:50am-9:55am, 12:07pm-12:11pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723872,,12:00,13:00,10336000,10/24/2011 04:17:07 PM,10/24/2011 04:17:30 PM,4167,010,Y,Brazuca Grill,6014404.74371,2103845.96013,37.757570058002273,-122.393184466144703,"(37.75757005800227, -122.3931844661447)"
3,Wednesday,9AM,10AM,23MFF-00054,1450 DONNER AVE,9:40am-9:45am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750859,,09:00,10:00,4908000,05/13/2011 09:08:11 AM,05/13/2011 09:08:30 AM,4882,025,Y,TING TING MINI MOBILE DELI,6014750.73083,2091181.16782,37.722814367814763,-122.391102685186794,"(37.72281436781476, -122.3911026851868)"
3,Wednesday,6AM,7AM,23MFF-00054,1300 GRIFFITH ST,Set-up at 1308 Griffith St: 6:30am-7:00am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750862,,06:00,07:00,6540000,05/13/2011 10:19:44 AM,05/13/2011 10:20:02 AM,4763,047,Y,TING TING MINI MOBILE DELI,6017896.45523,2092643.4646,37.727003616014784,-122.380330046336766,"(37.727003616014784, -122.38033004633677)"
3,Wednesday,12PM,10PM,22MFF-00021,490 BRANNAN ST,"On the northwest side of Brannan Street, approximately 27' 3"" northeast of the closest curb return of the 4th Street and Brannan Street intersection.","Mexican Food, Yucatan Food, Street Food",1591826,,12:00,22:00,3079000,01/07/2020 11:06:25 AM,01/07/2020 11:07:18 AM,3776,025,N,Cochinita,6013634.66657,2111491.62169,37.778520535067905,-122.396383610299168,"(37.778520535067905, -122.39638361029917)"
1,Monday,7AM,7PM,22MFF-00021,999 DIVISADERO ST,07:00am-07:00pm,"Mexican Food, Yucatan Food, Street Food",1591829,,07:00,19:00,4806101,07/28/2011 03:48:34 PM,07/28/2011 03:49:12 PM,1156,034,N,Cochinita,6001429.29726,2111812.45298,37.778714701469028,-122.438629528705022,"(37.77871470146903, -122.43862952870502)"
4,Thursday,11AM,3PM,22MFF-00024,1 SANSOME ST,,"Tacos, burritos, quesadillas, soda & water",1591839,,11:00,15:00,11542000,07/27/2011 11:45:20 AM,07/27/2011 11:45:38 AM,0289,003,N,Tacos Rodriguez,6012494.74957,2115792.60905,37.790266546032946,-122.400629258558936,"(37.790266546032946, -122.40062925855894)"
3,Wednesday,10AM,3PM,23MFF-00033,430 CALIFORNIA ST,"On California St, 46ft east of Leidesdorff St","Lobster rolls, crab rolls, lobster burritos, crab burritos, chicken burritos, fish burritos, chicken burritos, poke bowls, soups, chips & soda.",1735099,,10:00,15:00,3528000,03/17/2015 08:29:28 AM,03/17/2015 08:33:37 AM,0239,029,N,Think is Good Inc.,6012220.23402,2116811.58029,37.793049085465782,-122.401650717954524,"(37.79304908546578, -122.40165071795452)"
1,Monday,11AM,12PM,23MFF-00007,3000 03RD ST,11:30am-11:35am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723886,,11:00,12:00,195201,10/24/2011 04:27:56 PM,10/24/2011 04:28:10 PM,4315,008,Y,Brazuca Grill,6015940.45733,2101621.91417,37.751548491530983,-122.387718127294605,"(37.75154849153098, -122.3877181272946)"
5,Friday,10AM,11AM,23MFF-00054,1450 WALLACE AVE,10:15am-10:20am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750849,,10:00,11:00,13355000,05/13/2011 09:16:13 AM,05/13/2011 09:16:31 AM,4828,024,Y,TING TING MINI MOBILE DELI,6015589.70159,2092302.36867,37.72593948526761,-122.38828072861115,"(37.72593948526761, -122.38828072861115)"
3,Wednesday,8AM,5PM,23MFF-00052,1800 MISSION ST,Truck located on Mission St. approximately 48 feet south of the existing bus stop on the corner of Mission & 14th St.,"Tacos, Burritos, Quesadillas, Various Drinks",1746284,,08:00,17:00,9114000,11/08/2017 09:41:19 AM,,3547,001,N,CARDONA'S FOOD TRUCK,6006720.59483,2107881.70544,37.768221393081411,-122.420045811081479,"(37.76822139308141, -122.42004581108148)"
2,Tuesday,9AM,10AM,21MFF-00115,3801 03RD ST,9:35am-9:40am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575180,,09:00,10:00,202101,06/07/2011 04:28:53 PM,06/07/2011 04:29:09 PM,5242,002,Y,Park's Catering,6015837.15567,2098399.3711,37.742694334128551,-122.387850525874583,"(37.74269433412855, -122.38785052587458)"
6,Saturday,11AM,2PM,21MFF-00153,34 ELLIS ST,In front of 34 Ellis Street entrance way,"Baos, bowls & drinks",1587523,,11:00,14:00,5169000,03/07/2011 10:40:48 AM,01/27/2012 03:21:55 PM,0307,008,N,"Chairman SF, LLC",6010754.54372,2114169.10049,37.785711570310717,-122.406535822181866,"(37.78571157031072, -122.40653582218187)"
4,Thursday,9AM,10AM,21MFF-00115,3801 03RD ST,9:35am-9:40am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575180,,09:00,10:00,202101,06/07/2011 04:28:53 PM,06/07/2011 04:29:09 PM,5242,002,Y,Park's Catering,6015837.15567,2098399.3711,37.742694334128551,-122.387850525874583,"(37.74269433412855, -122.38785052587458)"
1,Monday,6PM,12AM,22MFF-00009,30 GROVE ST,Truck located on Grove Street approximately 25 feet east of the Grove Street and Larkin Street intersection.,"Burritos, Tacos, Quesadillas, Tortas, Carne Asada Fries and various drinks",1591779,,18:00,24:00,6552000,08/02/2018 04:26:11 PM,02/19/2019 03:56:50 PM,0354,001,N,Street Meet,6008029.09073,2111712.49403,37.778813468229082,-122.415791128253716,"(37.77881346822908, -122.41579112825372)"
3,Wednesday,12PM,5PM,21MFF-00152,625 02ND ST,In front of 625 2nd Street entrance way,"Baos, bowls & drinks",1587521,,12:00,17:00,147000,03/07/2011 10:51:54 AM,11/29/2012 02:22:46 PM,3789,007,N,"Chairman SF, LLC",6015032.05811,2112571.15572,37.781562354102064,-122.39162495865537,"(37.781562354102064, -122.39162495865537)"
3,Wednesday,12PM,1PM,23MFF-00007,500 FRANCISCO ST,12:17pm-12:20pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723899,,12:00,13:00,5762000,10/24/2011 04:33:26 PM,10/24/2011 04:33:45 PM,0042,022,Y,Brazuca Grill,6008887.5091,2121134.53358,37.804732309181531,-122.41348805079673,"(37.80473230918153, -122.41348805079673)"
0,Sunday,10AM,2PM,23MFF-00042,2045 EVANS AVE,10:30 AM TO 2:00 PM SUN,"Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages",1738646,,10:00,14:00,5340000,05/18/2011 03:30:17 PM,05/18/2011 03:30:46 PM,4343,002,Y,Eva's Catering,6013398.6388,2100274.16728,37.747706739155923,-122.396413656839286,"(37.74770673915592, -122.39641365683929)"
3,Wednesday,11AM,12PM,23MFF-00054,Assessors Block /Lot,Set-up at 900 Palou: 11:45am-11:50am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750836,,11:00,12:00,10215000,05/13/2011 10:06:12 AM,05/13/2011 10:06:34 AM,,,Y,TING TING MINI MOBILE DELI,6018302.94049,2092700.24788,37.727181952082006,-122.378928760295921,"(37.727181952082006, -122.37892876029592)"
3,Wednesday,10AM,3PM,23MFF-00017,1 MONTGOMERY ST,Truck located on the West side of Montgomery St approximately 54 linear feet North of the Montgomery St and Post St intersection.,"Tacos, burritos, quesadillas",1732578,,10:00,15:00,9297000,05/16/2017 03:33:14 PM,10/03/2017 03:20:05 PM,0292,002,N,Plaza Garibaldy,6012069.59783,2115384.37093,37.789121900046254,-122.402071549341983,"(37.789121900046254, -122.40207154934198)"
2,Tuesday,12PM,1PM,23MFF-00007,951 INDIANA ST,12:00pm-12:06pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723901,,12:00,13:00,7195000,10/24/2011 04:32:03 PM,10/24/2011 04:32:20 PM,4106,024,Y,Brazuca Grill,6014993.98346,2104151.16802,37.758440810169724,-122.391167953091653,"(37.75844081016972, -122.39116795309165)"
1,Monday,7AM,8AM,23MFF-00007,1347 DONNER AVE,7:40am-7:50am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723895,,07:00,08:00,4907000,10/24/2011 03:45:20 PM,10/24/2011 03:45:31 PM,4909,025,Y,Brazuca Grill,6015279.11795,2090737.37116,37.721625097134499,-122.389245172960557,"(37.7216250971345, -122.38924517296056)"
3,Wednesday,7AM,3PM,23MFF-00014,1028 MISSION ST,Truck located in front of 1028 Mission St.,Filipino Food,1730231,,07:00,15:00,9100000,11/20/2013 01:13:01 PM,11/20/2013 01:13:19 PM,3703,033,N,Rita's Catering,6009881.64377,2112283.31309,37.780484772922883,-122.409422685734512,"(37.78048477292288, -122.40942268573451)"
1,Monday,1PM,3PM,23MFF-00054,1377 FELL ST,1:05pm-3:00pm,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750860,,13:00,15:00,5452000,05/13/2011 10:11:02 AM,05/13/2011 10:11:19 AM,1214,017,Y,TING TING MINI MOBILE DELI,6000846.3498,2109973.46268,37.773632119940828,-122.440514233680048,"(37.77363211994083, -122.44051423368005)"
5,Friday,3PM,4PM,17MFF-0182,1207 SHAFTER AVE,3:45pm-4:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963993,,15:00,16:00,11783000,09/14/2011 10:39:59 AM,09/14/2011 10:40:16 AM,4792,001A,Y,Singh Brothers Ice Cream,6016992.52334,2092604.44151,37.726846548812716,-122.383452238716174,"(37.726846548812716, -122.38345223871617)"
4,Thursday,9AM,3PM,22MFF-00090,1 MARKET ST,Push-cart located on Market Street sidewalk approximately 27 feet East of Spear Street intersection,"kebabs, halal gyro, grilled halal meat, refreshments",1660690,,09:00,15:00,8737101,09/18/2014 02:09:12 PM,09/18/2014 02:09:42 PM,3713,006,N,"Halal Cart, LLC",6014241.64278,2117276.36365,37.794437862296938,-122.394689039467664,"(37.79443786229694, -122.39468903946766)"
1,Monday,9AM,5PM,23MFF-00025,220 RANKIN ST,"On the northwest side of Rankin St, approximately 82 feet northeast of Evans Ave.","Tacos, Burritos, Quesadillas, Tortas",1733610,,09:00,17:00,10927000,10/16/2020 11:21:45 AM,10/19/2020 04:58:16 PM,5228,001,N,Buenafe,6014717.20306,2099489.3611,37.745625113681612,-122.391799229194902,"(37.74562511368161, -122.3917992291949)"
6,Saturday,6AM,2PM,21MFF-00101,1245 FILLMORE ST,"On the west side of Fillmore Street, approximately 40 feet south of Eddy Street",Breakfast and lunch items with a nod to various cultures,1568973,,06:00,14:00,5543000,02/05/2021 01:32:02 PM,02/05/2021 01:43:37 PM,0750,019,N,Fillmore Square,6003276.42125,2112573.36835,37.780908888790137,-122.432293970626276,"(37.78090888879014, -122.43229397062628)"
4,Thursday,5AM,7AM,23MFF-00042,630 BRANNAN ST,Set-up at 650 Brannan St: 5:00am-6:45am,"Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages",1738645,,05:00,07:00,3081000,06/02/2011 09:02:56 AM,06/02/2011 09:03:12 AM,3778,004,Y,Eva's Catering,6012712.55335,2110609.89863,37.776048169001832,-122.399511651401198,"(37.77604816900183, -122.3995116514012)"
6,Saturday,8AM,10AM,23MFF-00042,1900 19TH AVE,Set-up at 1199 Ortega St: 8:00-9:30am,"Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages",1738641,,08:00,10:00,10006000,06/02/2011 09:06:55 AM,06/02/2011 09:07:07 AM,2116,028,Y,Eva's Catering,5990371.22665,2102442.41826,37.752351850307384,-122.476198716315736,"(37.752351850307384, -122.47619871631574)"
5,Friday,4AM,5AM,23MFF-00042,530 05TH ST,Set-up at 538 5th St: 4:00am-5:00am,"Cold Truck: Burrito, Corn Dog, Salads, Sandwiches, Quesadilla, Tacos, Fried Rice, Cow Mein, Chinese Rice, Noodle Plates, Soup, Bacon, Eggs, Ham, Avacado, Sausages, Beverages",1738644,,04:00,05:00,305000,06/02/2011 09:01:12 AM,06/02/2011 09:01:27 AM,3778,001B,Y,Eva's Catering,6012643.91769,2111070.53125,37.777309134967915,-122.399781433622309,"(37.777309134967915, -122.39978143362231)"
5,Friday,8AM,9AM,23MFF-00054,1127 SHAFTER AVE,Set-up At 1125 Shafter Ave: 8:10am-8:20am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750841,,08:00,09:00,11782000,05/12/2011 04:27:58 PM,05/12/2011 04:28:13 PM,4793,017,Y,TING TING MINI MOBILE DELI,6017423.42301,2092283.22729,37.725988362729439,-122.381940280649957,"(37.72598836272944, -122.38194028064996)"
4,Thursday,12PM,1PM,23MFF-00007,601 MARIPOSA ST,"9:40am-9:45am, 12:20pm-12:25pm","Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723903,,12:00,13:00,8714000,10/24/2011 04:15:22 PM,10/24/2011 04:15:45 PM,3996,013,Y,Brazuca Grill,6015409.88913,2106241.56276,37.764203655834031,-122.389875569211057,"(37.76420365583403, -122.38987556921106)"
4,Thursday,9AM,11AM,22MFF-00021,501 BEALE ST,9:30am-10:30am,"Mexican Food, Yucatan Food, Street Food",1591825,,09:00,11:00,2868000,07/28/2011 03:49:42 PM,07/28/2011 03:50:38 PM,3771,004,N,Cochinita,6015664.82698,2114260.34377,37.786235585849759,-122.389553869596966,"(37.78623558584976, -122.38955386959697)"
2,Tuesday,12AM,2AM,22MFF-00009,100 LARKIN ST,Truck located on Larkin Street in the first parking space approximately 24 feet south of the Larkin Street and Fulton Street intersection.,"Burritos, Tacos, Quesadillas, Tortas, Carne Asada Fries and various drinks",1591780,,00:00,02:00,8121000,08/02/2018 03:25:10 PM,02/19/2019 02:10:15 PM,0354,001,N,Street Meet,6007818.27621,2111673.4321,37.77869435998732,-122.416517652974932,"(37.77869435998732, -122.41651765297493)"
4,Thursday,7AM,8AM,21MFF-00115,1801 EVANS AVE,7:40am-7:55am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575187,,07:00,08:00,5337000,06/07/2011 04:09:27 PM,06/07/2011 04:09:47 PM,5232,005,Y,Park's Catering,6014579.44888,2099293.12719,37.745078648302027,-122.392261844141146,"(37.74507864830203, -122.39226184414115)"
0,Sunday,6AM,12AM,21MFF-00143,2 MONTGOMERY ST,"Northeast Corner of Market & Montgomery St, on Market","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.",1585472,,06:00,24:00,30735000,09/06/2011 11:07:31 AM,09/06/2011 11:07:46 AM,0291,007,N,"San Francisco Street Foods, Inc.",6012109.20022,2115389.99682,37.789139557701269,-122.401934924895997,"(37.78913955770127, -122.401934924896)"
2,Tuesday,3PM,8PM,23MFF-00017,540 HOWARD ST,Truck located on the North side of Howard St approximately 69 linear feet East of the Howard St and 2nd St intersection.,"Tacos, burritos, quesadillas",1732577,,15:00,20:00,7033000,10/03/2017 02:48:17 PM,10/03/2017 02:49:53 PM,3721,015,N,Plaza Garibaldy,6013486.64926,2114854.61549,37.787746304359324,-122.397131534739373,"(37.787746304359324, -122.39713153473937)"
4,Thursday,8AM,9AM,23MFF-00007,998 INDIANA ST,8:15am-8:20am,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723900,,08:00,09:00,7195000,10/24/2011 03:55:05 PM,10/24/2011 03:55:19 PM,4105,011,Y,Brazuca Grill,6014965.7196,2103933.52082,37.757841629137921,-122.391250489057327,"(37.75784162913792, -122.39125048905733)"
3,Wednesday,10AM,12PM,22MFF-00021,501 02ND ST,10:30am-12:00pm,"Mexican Food, Yucatan Food, Street Food",1591824,,10:00,12:00,142000,07/28/2011 02:29:05 PM,07/28/2011 02:29:23 PM,3774,067,N,Cochinita,6014484.53785,2113145.45519,37.783108842973789,-122.393559337459919,"(37.78310884297379, -122.39355933745992)"
3,Wednesday,10AM,2PM,22MFF-00071,505 HOWARD ST,Truck located on 1st Street approximately 20 LF south of Howard St,Bonito Poke Bowls & Various Drinks,1658693,,10:00,14:00,107000,07/31/2017 03:11:15 PM,08/01/2017 10:49:12 AM,3736,183,N,Bonito Poke,6013782.49168,2115082.28194,37.788387888445406,-122.396123930376618,"(37.788387888445406, -122.39612393037662)"
2,Tuesday,11AM,12PM,23MFF-00054,1160 REVERE AVE,11:10am-11:20am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750839,,11:00,12:00,10972000,05/13/2011 10:02:25 AM,05/13/2011 10:02:40 AM,4763,050,Y,TING TING MINI MOBILE DELI,6017475.4751,2092643.55343,37.726980622636532,-122.381785388427105,"(37.72698062263653, -122.3817853884271)"
2,Tuesday,10AM,11AM,23MFF-00054,1335 YOSEMITE AVE,"1335 YOSEMITE AVE - 7:45am-7:50am, 10:40am-10:45am","Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750851,,10:00,11:00,13779000,05/12/2011 04:23:05 PM,05/12/2011 04:23:25 PM,4846,013,Y,TING TING MINI MOBILE DELI,6015993.74262,2091565.17941,37.723937688236482,-122.386832585234458,"(37.72393768823648, -122.38683258523446)"
4,Thursday,7AM,7PM,16MFF-0139,4705 03RD ST,Truck (Trailer) located on 3rd Street.,"Fried Chicken, Fried Fish, Greens, Mac & Cheese, Peach Cobbler, and String beans",848185,,07:00,19:00,211101,09/08/2016 04:46:00 PM,09/08/2016 04:46:18 PM,5311,036,N,Reecees Soulicious,6015064.56733,2095808.61363,37.735537816344248,-122.390340964484849,"(37.73553781634425, -122.39034096448485)"
1,Monday,12PM,1PM,23MFF-00007,1255 22ND ST,12:12pm-12:17pm,"Cold Truck: Sandwiches, Noodles,  Pre-packaged Snacks, Candy, Desserts Various Beverages",1723874,,12:00,13:00,1165000,10/24/2011 04:32:48 PM,10/24/2011 04:33:04 PM,4167,009,Y,Brazuca Grill,6014127.95906,2103838.591,37.757534443698042,-122.394141190871025,"(37.75753444369804, -122.39414119087103)"
1,Monday,11AM,3PM,23MFF-00036,475 CALIFORNIA ST,Truck located on the south side of Califonia St. 30 feet east of Montgomery St.,Peruvian Food Served Hot,1738245,,11:00,15:00,3529000,08/01/2011 03:41:03 PM,08/01/2011 03:41:33 PM,0260,010,N,Zuri Food Facilities,6012011.95286,2116742.06745,37.792846595133213,-122.402366496939052,"(37.79284659513321, -122.40236649693905)"
4,Thursday,10AM,11AM,23MFF-00054,2115 JENNINGS ST,Set-up at 2135 Jennings St: 10:45am-10:50am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750865,,10:00,11:00,7479000,05/13/2011 09:56:46 AM,05/13/2011 09:57:05 AM,4828,021,Y,TING TING MINI MOBILE DELI,6015472.89368,2092657.77925,37.726908899154758,-122.388709328767831,"(37.72690889915476, -122.38870932876783)"
2,Tuesday,5PM,6PM,17MFF-0182,360 PENINSULA AVE,5:00pm-5:15pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963998,,17:00,18:00,10327000,09/14/2011 10:50:40 AM,09/14/2011 10:51:01 AM,5083,009,Y,Singh Brothers Ice Cream,6012279.71916,2086946.72593,37.711050007121116,-122.399347385249754,"(37.711050007121116, -122.39934738524975)"
3,Wednesday,6AM,7AM,21MFF-00115,Assessors Block 4645/Lot015,Setup at 894 Innes Ave. 11:45am-11:50am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575191,,06:00,07:00,7254000,06/10/2011 09:37:15 AM,06/10/2011 09:37:35 AM,4645,015,Y,Park's Catering,6019359.973,2094482.884,37.732134951922227,-122.375398078567343,"(37.73213495192223, -122.37539807856734)"
1,Monday,6AM,8PM,22MFF-00054,201 02ND ST,"Food truck on the south side of Howard Street, in the second metered space approximately 35 linear feet northeast of 2nd Street.",Prepackaged Kettlecorn,1658363,,06:00,20:00,7034000,09/05/2019 01:21:03 PM,05/21/2021 11:24:28 AM,3736,097,N,Treats by the Bay LLC,6013173.50113,2114517.95704,37.786804480998804,-122.398191346440996,"(37.7868044809988, -122.398191346441)"
2,Tuesday,12PM,1PM,21MFF-00115,1575 BURKE AVE,"1575 BURKE - 7:25am-7:30am, 12:25pm-12:30pm. 1585 BURKE 9:55am-10:00am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1575184,,12:00,13:00,3376000,06/17/2011 02:52:27 PM,06/17/2011 02:53:00 PM,5203,043,Y,Park's Catering,6016221.53623,2099116.91482,37.744685848163229,-122.386571458803402,"(37.74468584816323, -122.3865714588034)"
5,Friday,10AM,2PM,23MFF-00022,90 BROADWAY,Truck located on East side of Front Street approximately 20' from Vallejo St. intersection.,"Rotisserie Chicken, Ribs, Kickass Salad, Potatos w/fat dripping, chicken wrap.",1732702,,10:00,14:00,5874000,12/24/2014 02:28:46 PM,12/24/2014 02:29:28 PM,0140,007,N,Roadside Rotisserie Corporation / Country Grill,6012836.56068,2118897.74457,37.798811568758893,-122.399664721789009,"(37.79881156875889, -122.39966472178901)"
3,Wednesday,10AM,6PM,21MFF-00011,3055 23RD ST,10am to 6pm Mon thru Friday,"Burritos, Giros, Tortas, Quesadillas, Tacos & Various Beverages",1509787,,10:00,18:00,1260000,05/27/2011 03:38:38 PM,05/27/2011 03:40:23 PM,3640,039,N,El Gallo Jiro,6008603.01478,2102703.03437,37.754107828201967,-122.413168445666599,"(37.75410782820197, -122.4131684456666)"
3,Wednesday,2PM,3PM,17MFF-0182,1420 YOSEMITE AVE,Set-up at 1418 Yosemite Ave: 2:45pm-3:00pm,"Ice Cream, Pre-Packaged Chips, Candies, Bottled Water & Canned SODA",963989,,14:00,15:00,13780000,09/14/2011 10:24:11 AM,09/14/2011 10:24:26 AM,4831,012,Y,Singh Brothers Ice Cream,6015575.8009,2091963.8677,37.725009258328875,-122.388305168263358,"(37.725009258328875, -122.38830516826336)"
4,Thursday,9AM,10AM,22MFF-00059,949 PRESIDIO AVE,9:25am to 9:50am,"Cold Truck: Breakfast, Sandwiches, Salads, Pre-Packaged Snacks, Beverages",1658388,,09:00,10:00,10770000,05/12/2011 07:54:32 AM,05/12/2011 07:55:00 AM,1072,001,Y,BH & MT LLC,5999332.92003,2113416.47213,37.782999444484496,-122.445997086089278,"(37.782999444484496, -122.44599708608928)"
6,Saturday,9AM,5PM,22MFF-00021,1219 07TH AVE,Set-up at 1209 7th Avenue,"Mexican Food, Yucatan Food, Street Food",1591828,,09:00,17:00,358000,07/28/2011 03:59:49 PM,07/28/2011 04:00:09 PM,1743,003,N,Cochinita,5993899.72394,2107188.91099,37.765588472761685,-122.464341276529026,"(37.765588472761685, -122.46434127652903)"
1,Monday,11AM,12PM,23MFF-00054,Assessors Block /Lot,Set-up at 900 Palou: 11:45am-11:50am,"Cold Truck: Pre-packaged sandwiches, snacks, fruit, various beverages",1750836,,11:00,12:00,10215000,05/13/2011 10:06:12 AM,05/13/2011 10:06:34 AM,,,Y,TING TING MINI MOBILE DELI,6018302.94049,2092700.24788,37.727181952082006,-122.378928760295921,"(37.727181952082006, -122.37892876029592)"
